Fecha,Mes,Temperatura,Humedad,Presion_Atmosferica,Velocidad_Viento,Nubosidad,Precipitacion,Lluvia
2024-01-22,1,11.5,36.5,1020.3,15.6,58.8,1.0,0
2024-01-23,1,10.3,49.6,1029.9,5.8,41.9,0.0,0
2024-01-24,1,8.9,50.1,1026.0,12.3,27.8,0.0,0
2024-01-25,1,5.0,77.8,1007.9,17.2,84.5,0.1,1
2024-01-26,1,8.8,47.1,1024.7,10.2,21.1,1.6,0
2024-01-27,1,8.9,41.0,1008.0,10.4,10.4,0.8,0
2024-01-28,1,14.9,69.3,1015.7,12.0,30.1,0.6,0
2024-01-29,1,7.6,63.9,1012.5,1.9,30.8,0.5,0
2024-01-30,1,11.7,39.4,1040.0,16.3,31.3,1.7,0
2024-01-31,1,11.6,39.9,1017.9,5.4,44.5,0.0,0
2024-02-01,2,15.7,77.5,1014.2,22.1,87.4,23.0,1
2024-02-02,2,5.0,86.2,1008.9,7.7,74.4,18.9,1
2024-02-03,2,13.7,71.0,1007.0,8.9,81.0,14.4,1
2024-02-04,2,15.3,51.0,1024.7,9.2,14.5,1.2,0
